DRUGID,TARGETID,DRUGNAME
D0T2ER,T59102,TAK-593
D0T5AW,T83875,Desoxypeganine
D0T6RG,T09528,SAR113244
D0T9FU,T53601,BC-3205
D0TT5K,T55285,MDL-27531
D0TW3L,T73215,CD20Bi aATC
D0U0XL,T78890,NN-7415
D0U3DP,T85544,VS-5584
D0U6FT,T99840,GSI-136
D0V0JQ,T67684,CHF 5407
D0V5FQ,T98933,Axitirome
D0V7PL,T50688,Lefradafiban
D0V7YA,T54582,GMX1777
D0VO5S,T45597,LY-2584702
D0VZ1C,T49639,H-103
D0W0GE,T87350,CR-002
D0W3JH,T45993,CM2489
D0W4HA,T22658,MDX-018
D0WA1R,T19852,Keratinocyte growth factor
D0X2JM,T71266,XL418
D0X4KN,T60930,BI-836845
D0X4RT,T95913,DS-7423
D0Y0FE,T80276,PWT-33597
D0Y1GJ,T96144,MLN-576
D0YU1L,T34867,MP-124
D0YZ4T,T70792,SFLT-01
D0Z0XM,T88322,CBL0137
D0Z1NY,T13127,BMS214662
D0Z4RC,T14597,CUDC-101
D0PY3L,T18972,MEDI-565
D01IJM,T40474,LY3164530
D0B5UH,T62241,ALX-0761
D00ABO,T47101,KW-2449
D00ZEG,T78709,Umespirone
D01AKU,T60693,MCP-201
D03DKV,T85799,RGB-286638
D06EFW,T64258,RG7304
D07PSL,T20333,PLX7486
D09ZKB,T93627,Ad35-GRIN/ENV
D0C7WO,T32060,1192U90
D0CY1B,T87675,CYC116
D0EJ3B,T87675,AMG 900
D0FA6S,T51076,Altiratinib
D0FD6D,T63966,CEP-11981
D0G1TY,T48703,CPG 52364
D0IX4B,T49898,AG-024322
D0K7OW,T55959,GSK-1360707
D0N0DU,T69128,DS-6051
D0P1CV,T49898,PHA-793887
D0S5RC,T58449,SNS-032
D0U3XL,T92057,JNJ-26483327
D0W1MU,T93627,TBC-M4
D0Y4OI,T00140,SKF-105809
D0F470,T03500,FP-025
D0X6DC,T17514,STM 434
D0S5EF,T38529,PF-4418948
D08ZAC,T88023,ICAR30 T cells
D0N2AM,T88023,CAR CD30 T cells
D0S3YV,T88023,CD30 CAR T Cells
D0PO0L,T37539,Retroviral vector-transduced autologous T cells to express CD22-specific CARs
D0T0SE,T59328,Anti-EGFR CAR T
D0YF6K,T14597,HER2-specific CAR T cell
D0I7ZH,T59328,EGFR806-specific CAR T cell
D0GA8I,T88023,ATLCAR.CD30 cells
D0U5AQ,T06955,ATLCAR.CD30.CCR4 cells
D03YEM,T56365,CD19/CD22 CAR T-Cells
D0NU9L,T56365,CAR-20/19-T Cells
D0Z7QK,T71377,UCART123
D0E0SH,T57700,CART-117 cells
D0AW4T,T71377,CART-123 cells
D0R5NU,T71377,CART123 cells
D0P6YN,T38950,CART-33 cells
D0C4GN,T38950,CD33-CAR-T Cell
D00HAN,T71377,IM23
D0JX7M,T71377,CD123CAR-41BB-CD3zeta-EGFRt-expressing T cells
D0TC6X,T88023,Anti-CD30-CAR T cells
D06RCE,T14597,HER2-specific T cells
D0ZL3U,T38950,Allogeneic CART-33
D0GJ2G,T37539,Anti-CD22 CAR-T cells
D02SAC,T71377,Anti-CD123 CAR-T cells
D0H2LC,T88023,Anti-CD30 CAR-T cells
D07TCV,T56365,Anti-CD19 anti-CD20 Bispecific CAR-T
D02BAA,T56365,Patient-derived CD19- and CD22 specific CAR
D0U1HR,T56365,Donor-derived CD19/22 bispecific CAR-T cells
D0GR9H,T37539,CD22-specific CAR T-cells also expressing an EGFRt
D0T6KI,T58238,CAR-T cells targeting CD80/86
D0JI4M,T14597,CAR-T cells targeting HER2
D01SXH,T73215,CD20-CAR-T Cells
D0D7FV,T56365,CD19/CD22 Chimeric Antigen Receptor T Cells
D0JY0M,T93923,CD28 and CD137 CAR-T Cells
D0FL5S,T73215,CART-20 cells
D02NSS,T37539,CART-22 cells
D00JCB,T56365,CD19/CD22 CAR T cells
D0ZP8Z,T37539,CART22-65s cells
D02LNU,T56365,CART22-65s cells and huCART19 Cells
D0QV9Q,T37539,CART22 cells
D09DIQ,T37539,CART22 cells expressing anti-CD22 scFv TCRz:41BB
D0W7UD,T99948,Anti-PD-L1 CSR T cells
D0TN5W,T14597,HER2-CAR T Cells
D0Q8ML,T87871,ROR1 CAR-specific Autologous T-Lymphocytes
D0NC9M,T35289,CM-CS1 T-cell
D08YHE,T35289,NKR-2 CAR-T Cells
D0QR2K,T35289,NKR-2 cells
D0RA7L,T66693,Anti-BCMA CART Cells
D01YZF,T66693,CART-BCMA
D07HJS,T66693,Anti-BCMA CAR-T cells
D00OXP,T66693,Bb21217
D0NK6K,T66693,P-BCMA-101 CAR-T cells
D0C8QA,T66693,KITE-585
D0RD0D,T66693,BCMA CART
D0T8RV,T56365,BCMA CART and huCART19
D0B2WU,T66693,CAR-T cells targeting BCMA
D0U7WY,T56365,Anti-CD19/BCMA CAR-T cells
D05XNF,T66693,IM21 CART
D0W7AB,T66693,Anti-BCMA CAR T cells
D0I1PF,T66693,LCAR-B4822M CAR-T Cell
D0J7OU,T66693,C-CAR088
D0T9CE,T66693,BCMA nanobody CAR-T cells
D09DND,T71164,Anti-GD2-CAR engineered T cells
D0QB7N,T71164,GD2 T cells
D0H0LK,T71164,IC9.GD2.CAR.IL-15 T-cells
D01SFN,T71164,IC9-GD2-CD28-OX40
D04UNY,T71164,Anti-GD2 T-cells (1RG-CART)
D0DA1U,T71164,C7R-GD2.CART cells
D0F0VW,T66693,Anti-BCMA CAR-T cells
D0FB4W,T35289,CYAD-101
D0W1GP,T66693,Autologous Anti-BCMA-CAR-expressing CD4+/CD8+ T-lymphocytes FCARH143
D0MS2T,T66693,BCMA-specific CAR-expressing T Lymphocytes
D04RDW,T66514,CAR-T cells targeting Lewis-Y
D09HRH,T37434,Anti-CD133-CAR vector-transduced T cells
D0JO9M,T67805,Anti-hCD70 CAR transduced PBL
D01TNK,T47863,CAR-T cells targeting EpCAM
D0IQ4V,T25726,Anti-GPC3 CAR T
D0MA2E,T25726,GLYCAR T cells
D08UNC,T25726,GPC3 targeting CAR-T cells
D0KZ0V,T56365,CD19 CAR T Cells
D0A2RX,T56365,19-28z T CELLS
D0U8PE,T56365,CAR19 T cells carrying cytoplasmic activated PD-1
D06UTM,T56365,Anti-CD19-CAR T cells
D0EO6G,T56365,Anti-CD19-CAR
D0O7VZ,T56365,AntiCD19 CART
D0GC3U,T56365,CD19-directed CAR-T cells
D01HAT,T56365,CD19.CAR-aNKT cells
D0X6FU,T56365,C-CAR011
D0G8YJ,T56365,CD19-TriCAR-T
D05XPZ,T56365,JWCAR029
D06TNO,T56365,CD19 CAR T-cells
D04BVL,T56365,IM19
D07TMJ,T56365,EGFRt/19-28z/4-1BBL CAR T cells
D0DJ8S,T18779,CART-Muc1 cells
D0NY1Y,T66426,CART-34 cells
D06OES,T10877,CART-38 cells
D08UVN,T16601,Anti-CEA CAR-T cells
D0G4GY,T87108,Anti-meso-CAR vector transduced T cells
D0B1CU,T56365,CD19 CAR T-cells
D0PT5D,T87108,Anti-mesothelin CAR T Cells
D0E2VF,T56365,CD19 Redirected Autologous T Cells
D02NFE,T56365,Anti-CD19 CART Cells
D00YUQ,T56365,CART-19 T cells
D09ZDY,T13017,CAR138 T Cells
D05WET,T10877,Anti-CD38 CAR-T cells
D0GD9E,T25726,GAP T cells
D03OIO,T87108,Anti-Mesothelin CAR-T cells
D01LWE,T64969,EGFRvIII CAR T cells
D0PT2M,T64969,EGFRvIII-CARs
D0ZF9J,T87108,HuCART-meso cells
D07YPB,T87108,Hu-CART meso cells
D0S9FI,T87108,ICasp9M28z T cell
D0PH6Z,T56365,CD19+ CAR T Cells
D03EIA,T56365,Anti-CD19-CAR T
D0U7VS,T56365,CAR-T cells targeting CD19
D0NV6I,T56365,Anti-CD19 CAR-T cells
D0PY5I,T56365,IC9-CAR19 T cells
D0SD9R,T56365,ARI-0001 cells
D0V7BD,T56365,HuCART19
D0S1QN,T16601,Anti-CEA-CAR T
D0OC5C,T56365,ICAR19 CAR-T cells
D02XYW,T56365,CD19-directed CAR-T cells
D03LFA,T56365,Allogeneic CART-19
D0A6XC,T56365,CD19-targeted CART cells
D0MG3Z,T23953,CAR-T cells targeting PSCA
D09YXN,T87108,CAR-T cells targeting Mesothelin
D0NU9N,T18779,CAR-T cells targeting MUC1
D0CS3A,T56365,CART-19
D09SAH,T56365,PZ01 CAR-T cells
D0JD6Y,T56365,CD19 CAR T
D05UOU,T56365,CD19-CAR-T2 Cells
D0Q8XO,T56365,CART-19
D0DU4T,T56365,IC9-CAR19 cells
D04SKM,T05409,CART-10 cells
D0DR6N,T56365,CART-19 cells
D0OD8T,T56365,CD19 CAR T cells
D0TD0O,T56365,Anti-CD19 CAR-T
D07ITH,T56365,4SCAR19 cells
D0S5BC,T56365,CART-19 cells
D0J6WE,T56365,CD19-CAR-T Cells
D00MUC,T56365,CD19 CAR-T cells
D0BQ0C,T56365,CD19 CAR-T cells
D0PE3J,T56365,CAR-T Cells targeting CD19
D0F1OH,T56365,CD19CAT-41BBZ CAR T-cells
D08LLB,T56365,Human CD19 targeted T Cells
D00KDQ,T16601,Anti-CEA CAR-T cells
D04RNG,T47863,CAR-T cells recognizing EpCAM
D0O2XK,T87108,Mesothelin-targeted T cells
D0V5DD,T87108,CART-meso-19 T cells
D0D2LE,T87108,Meso-CART
D09OSC,T64969,Anti-EGFRvIII CAR T cells
D03CMZ,T64969,CAR-T cells targeting EGFRviii
D05DKT,T56365,CART19 cell
D0CA3M,T87108,Anti-meso-CAR T cells
D0H4UP,T25726,CAR-GPC3 T Cells
D0P2GA,T87108,CART-meso cells
D0EB0Y,T87108,Autologous T cells transfected with chimeric anti-mesothelin immunoreceptor SS1
D0B5RU,T98052,CS1-CAR T Therapy
D0YH5L,T86323,CART-56 cells
D05KFH,T80020,CD171 specific CAR T cells expressing EGFRt
D09ICH,T66266,CD7.CAR/28zeta CAR T cells
D09SBE,T66266,Anti-CD7 CAR-T cells
D09TGO,T31299,Autologous ET1402L1-CART cells
D0L5KK,T87871,ROR1R-CAR-T Cell
D0T4PA,T00100,TAK-243
D03QZJ,T27861,CC-122
D0QO6N,T08306,MGD010
D01UYA,T03644,MEDI1341
D07VNH,T03691,Acebilustat
D00XVE,T04394,BR6819
D0K6NW,T04773,REC-02
D0T3VF,T04894,GSK3050002
D06WTQ,T05409,TD-0714
D0I0FA,T05938,JCAR020
D03YBQ,T08123,DNL151
D0K6UV,T08123,DNL201
D0K6QU,T09826,IT-141
D0U0BP,T09826,DFP 13318
D0KG1U,T10362,BXCL702
D0C4FS,T11211,DT-200
D0N5NC,T11211,TAS3681
D0AI8V,T67162,DSP-1200
D05ZLY,T11451,AST-008
D0X8VX,T11451,DV281
D0LM4U,T11487,ATR-01
D09KEW,T11701,KPL-716
D00FSB,T12119,BIIB095
D01FZZ,T12119,GDC0310
D0XO1O,T12119,CC8464
D09INX,T12119,DSP-3905
D0G0ER,T12119,DWJ-208
D0VE7B,T43739,DSP-2230
D03UDF,T07173,LOXO-195
D08IID,T13057,TNO155
D0GG7L,T13852,BMS-986104
D0XE5M,T13852,SAR247799
D0FU1J,T97587,PTG-100
D0DJ0S,T47101,NGM313
D08UDG,T14597,MEDI4276
D0QD4A,T14755,ABBV-428
D06XCP,T14912,AZD5991
D0U0EC,T92124,TRemelimumab + MEDI0562
D0JS0W,T59328,PF-05230907
D0G8CU,T15739,COTI-2
D0Y4MJ,T16347,KQ-791
D0P9UX,T16601,AMG 211
D0Y1FU,T16738,GDC0134
D04GNG,T16739,CC-90011
D0K4RU,T17140,AF-130
D0NF1D,T17140,BAY-1817080
D0H9FR,T17687,PRN1371
D0LG8T,T25265,DS-3201
D0CW8S,T18664,ABX-1431
D01SHJ,T18876,E7046
D03UHV,T18876,ONO-4578
D03HDL,T19567,MK 8719
D02PTI,T20178,AST-005
D04DQO,T22095,ABBV-257
D04CTD,T20333,SNDX-6352
D0M5XJ,T20333,DCC-3014
D00IVN,T55273,Navicixizumab
D01HQU,T21312,AK107
D03WOQ,T21960,LY3127804
D01WKZ,T22274,Citarinostat
D0O6SA,T22274,KA2507
D0Q0IM,T23172,SNA-125
D0D2XQ,T23276,ASN007
D07SBP,T23471,AZD4831
D04OXG,T23499,PMZ-2123
D0VS9E,T23673,GDC-5573
D05SGI,T25005,BGB-3113
D08SGE,T25005,M7583
D09NVR,T25005,PRN2246
D0KT8D,T25005,AC0058TA
D0VS3U,T25005,TAK-020
D0WP9A,T25005,BIIB068
D00BLS,T25307,AZD0284
D0A0ZW,T25307,ARN-6039
D0D7CH,T25307,TAK-828
D0FY4J,T25307,BBI-6000
D0K9YJ,T25307,JNJ-3534
D0W2RI,T25307,JTE-451
D0TA8O,T25537,LTT462
D0IK5R,T25726,ERY974
D0J1OG,T26226,Prolanta
D09TOL,T26368,RG-7816
D0X8RS,T28385,RG6125
D04GGJ,T28893,WST-057
D09BBA,T28893,TAK-071
D01KDM,T30082,GTP-004
D0WI9W,T30082,CPC-250
D0X1XK,T30082,CPC-212
D0U1KE,T30418,FF-10502-01
D0WM3D,T30418,TAR-200
D0HE7C,T30687,ORIC-101
D0SZ1G,T30687,AZD9567
D09MJJ,T30790,RP4010
D0C6YQ,T31309,BCL201
D03JWU,T31391,REC-01
D0BA5E,T31391,ZYDPLA 1
D06NND,T31621,FPA144
D07IVS,T32578,Gerilimzumab
D05IQI,T32764,LX9211
D09ZFJ,T32780,AMG 529
D00MJI,T33990,Emactuzumab
D0PL8D,T33990,PLX73086
D0C3ZZ,T34429,BNC375
D0A3MJ,T34949,XEN007
D00TED,T36075,JNJ-54728518
D0FY4L,T41750,SAR438335
D0JG2X,T37539,JCAR018
D0Q5DT,T38875,IM156
D0LP7U,T38950,AMV564
D0XE4W,T38950,Actimab-M
D0J6UV,T40016,IBI-20089
D0YN9Y,T40459,MB-101
D02EOR,T40474,ABBV-399
D04XUJ,T40474,CBT-101
D05ICT,T86399,ABBV-744
D0PH9I,T40556,AZD5153
D0U9OC,T40874,ASP8374
D0D6XT,T41515,H3B-6527
D0XZ1D,T41515,BLU-554
D0M8YM,T41560,Pyrotinib
D0UF8M,T41963,IMO-9200
D0Z1QR,T43415,TD-1473
D0WZ3G,T43718,Entolimod
D0V5HA,T43739,VX-128
D09PSY,T44282,ANS-6637
D0BI7J,T44282,FP-045
D07KBM,T44458,AZD4573
D0PL7P,T70176,CYC065
D0U6XE,T96721,PAN-90806
D0V7QO,T96721,BI-836880
D00VUN,T45196,TRX-818
D02DZK,T45593,LY3303560
D05FHZ,T45612,MGD009
D01NZH,T45758,ABBV-323
D07LPT,T46040,EP-7041
D0L8HB,T48703,MEDI9197
D0OK6F,T47768,TRV734
D0DT5H,T48598,AZD4785
D0GR1Y,T49639,Minnelide
D0SP6A,T51407,SL-801
D06BGZ,T53389,LY3200882
D0V7GS,T53764,RG7461
D0WW3O,T54132,XEN1101
D09YPJ,T54379,SM08502
D0PP6A,T96721,ABT-165
D0AY8A,T55398,CA-4948
D0QQ7I,T55398,BAY1834845
D0A1YF,T55654,ABBV-3067
D0U0QC,T55654,ABBV-2737
D0VT6X,T55654,ABBV-2451
D0VH4T,T82383,ONO-7475
D0C5FA,T56365,Duvortuxizumab
D09OHR,T58449,SY-1365
D01QTJ,T58741,XEN901
D0R0JN,T58741,PRAX-330
D0TN3Q,T58970,LY3214996
D0Q1HD,T58992,TRV250
D03JLR,T58998,PLX51107
D06QBV,T58998,BI 894999
D08KSV,T58998,RG6146
D0M2TS,T58998,Mivebresib
D0N8RA,T58998,GS-5829
D0TM0Y,T58998,FT-1101
D0UL2X,T58998,CC-90010
D00KML,T59328,SYN004
D0X7BN,T59328,AP32788
D0L5ZH,T59631,CC-90006
D0M9RI,T59679,SUVN-D4010
D0T4QA,T52316,LXH254
D0AX4H,T60631,GSK3179106
D08DMH,T61400,BAY2402234
D0NP8P,T16769,APG-1387
D00JDJ,T70532,AX-024
D01IDW,T62431,SKI-O-703
D0H2HZ,T62431,GSK2646264
D0NS6Z,T73342,COH29
D0U0CF,T62974,CNTX-0290
D02XAS,T63414,SGM-1019
D0OQ1A,T63414,JNJ-55308942
D0VI4N,T63414,JNJ-54175446
D02GRR,T65116,Oleclumab
D0QX9K,T65783,AMG 986
D0X2HJ,T66161,PTI-125
D0ME2T,T18477,RTA-901
D0C2NT,T66903,NP-G2-044
D06HYF,T94479,M2698
D03NHS,T67710,PCO371
D08WLY,T67849,ME-401
D0L0DA,T68039,PRX003
D0AD3V,T68525,PF-06647020
D0M1MN,T82494,AFP TCR
D0ZA1K,T82494,BPX-701
D0AY8D,T69494,NBXT-001+Nobilis inhalation device
D0F9AO,T69494,BHV-5000
D0RZ9V,T69563,IDH305
D0CN8U,T70227,PF-06763809
D0V2LL,T70508,PF-06873600
D09KIG,T70888,ETX201
D0Q5QV,T71164,MVT-5873
D0A0UU,T73215,RG7828
D0L2JE,T73215,XmAb13676
D0A1DG,T73756,KO-947
D0L1GD,T73756,MK-8353
D01QNR,T74073,PIM447
D0YQ9I,T74312,FF-10101-01
D0HY9S,T74977,BOS172722
D0QN5M,T75243,LAM-001
D02SHI,T75596,M8891
D07DWC,T75596,SDX-7320
D06SHZ,T76024,SHP616
D0OC5T,T76024,ANX005
D0X1EV,T76024,TNT009
D09YXT,T76233,LY3321367
D0S3EK,T76414,EVT100
D05FVK,T78111,RPI-78M
D0K3JQ,T78111,RPI-MN
D0VS3W,T78915,KAR5585
D0M3XE,T78932,PF-06826647
D0J3TI,T79162,Rosmantuzumab
D05FKU,T79747,ETC-1922159
D0J5HR,T79747,LGK974
D0M9TO,T80020,JCAR023
D00YAH,T80518,E2730
D0DS3J,T74166,18-MC
D0LL4Y,T81358,TAK-931
D06HMN,T81386,BAY1251152
D0MM4H,T81443,GSK1795091
D02IKF,T81735,M9831
D06THG,T82383,DS-1205
D0Y5QA,T82383,AVB-S6-500
D07WJU,T82543,SUVN-911
D0KK9D,T83193,CA-011
D0Y0HC,T83905,PF-06671008
D0I3QJ,T84040,HX-100
D01GTC,T84439,TAK-041
D0NX0S,T84472,PTX-100
D0Q7IX,T85025,PF-06342674
D0EV5O,T99840,NGP 555
D0TQ4Y,T99840,PF-06648671
D07YKQ,T85605,EPX-100
D0Y8RS,T85605,DSP-6745
D05YEI,T85943,SUN-K0706
D0Y3ZC,T59631,CBT-501
D0HF2D,T86679,PBF-1129
D09CLC,T86803,C188-9
D00AYW,T87166,HMS5552
D0C6RM,T88569,BAY1436032
D0NZ3C,T89534,TTC-352
D0X1OW,T89534,AZD9496
D08XDL,T89697,KHK2455
D0C4PB,T89697,LY3381916
D0J1HB,T89697,PF-06840003
D0N4VB,T89697,NLG802
D0U1OO,T89883,ARM210
D0DT2S,T89988,TAK-202
D0VR7F,T89988,CNTX-6970
D0D4HO,T90782,GC021109
D0ZO5K,T92124,MEDI0562
D0L8PZ,T67619,ARQ 751
D0HU0A,T93121,TK216
D0W6YR,T93703,PF-06817024
D0HY3D,T94085,SY-1425
D0ZX2L,T94718,GSK2831781
D0WM8D,T95241,CAD-1833
D0UL2I,T95558,PF-06427878
D0J8MA,T95913,KA2237
D0LC5L,T96079,PF-06747143
D01FYA,T96623,PU-H71
D0F3NF,T96623,TAS-116
D0C2BP,T97008,AG-270
D03JTL,T97071,APVO414
D03BYM,T97155,BAY1895344
D0IE9L,T97155,M4344
D0L6XO,T97196,AZD1390
D0NW8C,T97196,M3541
D0XD4I,T97196,AZD0156
D01CUO,T97766,TTI-621
D03DHM,T97873,CCX507
D0BB2V,T98052,ABBV-838
D04ZQB,T98293,KPT-9274
D0XL8W,T99089,ASN003
D0PE3Z,T99704,JNJ-61610588
D0S1KR,T99799,RVT-103+RVT-104
D08HSS,T99948,LY3300054
D09PPU,T99704,CA-170
D0LU1O,T99948,FAZ053
D00NEL,T59631,BI-754091
D05BPO,T59631,PF-06801591
D0A8AU,T99948,MSB2311
D0BX5L,T59631,LZM009
D0N5VK,T59631,TSR-042
D0D4TC,T59631,Sym021
D0XO9F,T99948,FS118
D0M6QJ,T88015,Lopinavir + ritonavir + interferon apha + traditional chinese medicines granules
D0SY0W,T88015,ASC09 + ritonavir
D04CWI,T94918,Galidesivir
DBPV74,T47387,BP1002
DJ0E7P,T23389,ALN-TTR01
DE8V1R,T41003,ARO-HIF2
D1BT2M,T50445,NJA-730
DSE59Z,T62739,pbi-shRNA STMN1
DY1H2Z,T71501,NCO-48
DE8S2F,T86836,DFP-14927
DW3AX4,T00176,BI 907828
DUM25X,T00496,BMS-986120
D8MS6C,T00749,BGB-15025
DAY4L1,T56923,SX-682
DB8MR6,T01851,OS2966
D4TI9A,T01908,JNJ-69086420
D7L8JC,T02246,DpC
DRI97M,T60345,MGD014
DB5UO0,T02974,CAN04
D0V6MX,T03189,IMA 203
DK52QX,T03313,RG6292
DT8IL6,T25956,FT-7051
DIW37N,T03644,NPT200-11
D3OUH0,T03917,RX108
DWOY01,T03963,RTA 901
D20IMG,T03963,LAM-003
DO2LE6,T05152,CC-31244
DXO1V4,T05152,AT-787
D12AIV,T05938,PRGN-3005
D1ONZ8,T06011,AVID200
DG6V7E,T65116,GS-1423
D0U7XJ,T59328,BCA101
DO0LP3,T06273,NMS-03305293
DO61WZ,T10191,Combinectin
DC5A9Q,T72514,mRNA-2752
D1ZD0N,T07173,VMD-928
D75LNO,T08499,BMS-986299
DQ15HJ,T60345,GEN1044
DDXH71,T09826,LMP744
DV3WF1,T09826,LMP400
DJ4X7D,T65429,DS-6157
DO7MC9,T10191,CD4CAR
DFQ17Y,T10191,TMB-365
DRGC82,T10191,VRC07-523LS
DOJG79,T98034,SEL120
DSWZ60,T10877,CD38 CAR-T
DK1PA2,T10877,225Ac-labelled aCD38
D2HE9I,T10877,TAK-169
D5VE7C,T10877,SAR442085
D0ZDP2,T10877,TAK-573
DBP9Q5,T85529,SAR442257
DLY65X,T60345,AMG 424
DNY63Z,T11211,CC-94676
DY7Q1O,T11211,EPI-7386
D07HZP,T11309,CNTO888
DBU13L,T11451,Cavrotolimod
D7T5AN,T11451,CMP-001
DNI28K,T53389,TP-0184
DFC0V4,T12646,CB-5339
DN7M4T,T13057,BBP-398
DM16HS,T13057,JAB-3068
DYQZ38,T13057,RLY-1971
DS9R3G,T13057,SAR442720
D5VMP4,T58449,BTX-A51
DD6AZ5,T14231,BNC-101
DV8I4Q,T59328,MCLA-158
D3NTA9,T14342,MK-8504
DF6Y1J,T14342,MK-8583
DU54BA,T14597,MB-103
DEX8D5,T14597,NJH395
DEI07S,T14597,AIP-303
DQ04FJ,T14597,MBS301
DSOE74,T14597,GQ1001
DS60CK,T14597,MT-5111
DH09QZ,T14597,ZW49
D6IOB5,T14597,BAY 2701439
D1C0WB,T14597,DZD1516
D0DBS7,T60345,GBR1302
D3FYE1,T60345,M802
D63QIY,T14912,ABBV-467
D50CXM,T14912,PRT1419
D7LC8N,T14912,MIK665
DBI81F,T14912,AMG 397
DH6GK7,T15000,ADG116
D2P8LR,T15000,AGEN1181
D3B1MS,T15000,ONC-392
D0BOM7,T94718,XmAb22841
D1S7EP,T59631,SI-B003
DD1TJ8,T59631,XmAb20717
D7L1MP,T59631,MEDI5752
D1PYC8,T59631,MGD019
D82UVG,T99948,ALPN-202
D4JV0H,T15023,ASP1948
D1EW3O,T15068,IN10018
DYSI03,T15344,ASP1951
DJ6NE2,T15344,TRX518
D8CFX3,T15344,REGN6569
DG17UJ,T15344,AMG 228
DR0M3F,T16601,CEA CAR-T
D7K5XP,T82105,NEO-201
DWD06K,T16691,AVN-322
DCWT40,T16739,Seclidemstat
DI17KH,T16739,TAS-1440
DHYZ53,T16808,GSK3368715
DF0PI8,T17140,BAY 1817080
D9ZQ7T,T17345,VYR 006
D6EU7R,T25265,HH2853
DKGB36,T18779,TnMUC-1 CAR-T cell therapy
DRZ1J4,T18779,HuMNC2-CAR44 T cells
D54FYW,T38529,TPST-1495
DHQ9S3,T19334,AMG 256
DP6Y5N,T19567,MK-8719
DR5LW8,T20178,INB03
D7M8LI,T85943,TPX-0022
D6FTN1,T20333,ABSK021
DYK5U6,T20333,EI1071
D3ZN5U,T20333,Axatilamab
D48ZBO,T21395,FOR46
DP7Z9Q,T21960,Nesvacumab
DP7J0Z,T21960,MEDI3617
D62LKT,T96721,BI 836880
DAOT46,T22995,LY2787106
DBU16T,T58970,JSI-1187
D5D6ZM,T23666,IK-175
DMVR61,T23666,BAY 2416964
DU98JH,T23673,Belvarafenib
DD4XR3,T23953,MB-105
D1L7DE,T23953,GEM3PSCA
DQ21NM,T25005,TG-1701
DBO39X,T25005,JNJ-64264681
D3Q4SZ,T25005,DTRMWXHS-12
DTF20P,T25005,HM71224
DI1L7M,T25265,PF-06821497
D92KUQ,T25307,ARN-6039
D6CZ0T,T25608,CPL207-280CA
DMDS20,T25608,LY2922470
DZLM72,T98091,SHR0534
D2MZF8,T25726,TAK-102
DP0NU9,T26203,AIC100
D0OV2F,T26220,212Pb-labelled DOTAMTATE
DDV8H5,T26220,AlphaMedix
D0SOG8,T28887,NBM-BMX
D3U8YR,T29130,WP1220
DN81JB,T29130,OPB-111077
DLJN17,T29130,DSP-0337
DFO5W3,T29339,MK-4621
DVU2H8,T48703,CV8102
DX5T9B,T29774,MSC-1
D1A8NU,T56349,NG-641
DW3J9N,T32247,DACRA 089
DBY42T,T31309,LP-108
DP63FS,T31309,VOB560
D74BRK,T31309,BGB-11417
D1TNJ2,T40474,XL092
DT7I5A,T32240,N-803
D58AMF,T33976,ABBV-CX-2029
D18QIB,T33990,MSC110
D1FUQ2,T61698,ASP9801
DEC8O3,T41750,CT 868
D7C3JA,T37539,UCART-22
DQC80I,T37539,TRPH-222
DNML54,T37539,Lumoxiti
DD36YG,T38179,OP-0595
DT30FV,T38179,VNRX-5133
DL8T4I,T38284,SCO-088
DSI4G9,T38950,225Ac-labelled aCD33
D9OZ3B,T38950,JNJ-67571244
D8AOC1,T60345,AMG 330
DB4C5H,T71377,CD123-CD33 Ccar
DNS2P1,T60345,AMG 673
DQD1T2,T60345,GEM333
D5T9GZ,T71205,CLL1-CD33 cCART cell therapy
D98VPM,T40276,MS-553
D7HZ3T,T94880,RXDX-106
DU6H8Z,T40474,TR1801-ADC
D95YSW,T82383,BPI-9016 M
DN18SP,T40555,MB-110
DK26FL,T40694,CYC140
D1AVT5,T40874,SEA-TGT
DA8MK6,T40874,M6223
D9LA6Q,T40874,COM902
DLY89F,T41171,SRF388
DZ7OC3,T43115,Iomab-ACT
D2GJ4P,T44458,TP-1287
D5T1RN,T44513,BAY 1834942
DB53NH,T89697,HTI-1090
D9S7XO,T89697,DN1406131
DTM8B0,T45758,NG-350A
DE0TD1,T45758,"CP-870,893"
DKM7S3,T45758,CDX-1140
DN28KM,T93923,GEN1042
DKUF26,T97766,SL-172154
D4P8YO,T46040,AB023
DCD1M8,T46084,ABBV-621
D12EFM,T46482,RG7854
D6QRJ2,T46482,RG6115
DU2G0C,T46482,LHC165
D7FPZ4,T60345,A-337
DRG3B4,T47941,TAK-648
D4JYH3,T48069,FPI-1434
DR4K0V,T48598,BI 1701963
D98FBH,T48703,DN1508052
DE8OJ0,T48940,ZYAN1
DTB43H,T86072,BI 905677
DGV8K5,T50973,GSK065
D4PV0B,T51426,AGN-242266
D7LQJ8,T51426,PX-102
DN46RL,T57941,KITE-718
DQ5Y6Z,T53389,PF-06952229
DN6MT7,T54582,OT-82
D5T7QW,T54771,LX2761
DIPY14,T96721,NOV1501
D10LNV,T74312,MRX-2843
DP4KH3,T82383,PF-07265807
DQX83Z,T82383,INCB81776
D70SHJ,T55860,mRNA-2416
D6ONY2,T56365,KUR-502
D2KB3W,T56365,ALLO-501
D3DPR8,T56365,Sleeping Beauty CAR-TCR
DV3ZI0,T56365,CD19t-haNK
